name,movie_title,number_of_lines,age_bracket,profession,religion,country_of_origin,additional_info,quote,annotated,speaker_id,movie_id,gender,description,source
brett,transatlantic merry-go-round,187,Adult,"Con Man, Thief",Unknown,USA,,I want the world to see me in my shame!,True,u8467,m575,A man,Jimmy Brett and his accomplice are suspects in the film. Brett is a con-man and jewel-thief.,https://en.wikipedia.org/wiki/Transatlantic_Merry-Go-Round
kulok,suspect zero,105,Adult,FBI Agent,Unknown,USA,,I want this man apprehended – now!,True,u3073,m201,A woman,"Fran Kulok is Mackelway's partner, in love and in law. She works with Kulok to apprehend suspect zero. ",https://en.wikipedia.org/wiki/Suspect_Zero
laura,high fidelity,181,Adult,Lawyer,Unknown,USA,,"I want to feel something else than this. It either that, or I go home and put my hand in the fire. Unless you want to stub cigarettes out on my arm.",True,u1319,m88,A woman,"Laura is Rob's long-term girlfriend, but she then dumps him. Eventually Rob learns how to make Laura happy so they reconcile. ",https://en.wikipedia.org/wiki/High_Fidelity_(film)
sloan,bamboozled,93,Adult,Personal Assistant to Delacroix,Unknown,USA,Written and directed by Spike Lee. Dark satire of the television industry. ,I want you to look at this shit. Look to what you contributed to!,True,u452,m27,A woman,"Sloane Hopkins is a Personal Assistant to Pierre Delacroix. Manray and Hopkins grow closer, despite Delacroix's attempts to sabotage their relationship. Delacroix confronts Hopkins, and when she lashes back at him, he fires her. She then shows him a videotaped montage she created of racist footage culled from assorted media to shame Delacroix into stopping production of the show, but he refuses to watch it. The Mau Maus kidnap Manray and announce his public execution via live webcast. Furious, Hopkins confronts Delacroix at gunpoint and demands that he play her tape. As he does so, Hopkins reminds him of the lives that were ruined because of his actions. During a struggle over the gun, Delacroix is shot in the stomach. Hopkins flees while proclaiming that it was Delacroix's own fault that he got shot. ",https://en.wikipedia.org/wiki/Bamboozled
brian,backdraft,231,Young Adult,Firefighter,Unknown,USA,Directed by Ron Howard,I wanted to be him. I wanted to be him more than anything else in the world.,True,u412,m25,A man,"Brian has labored under his brother's shadow his entire life. Brian returns to firefighting after several other careers falter, though Stephen has doubts that Brian is still fit to be a firefighter; also because Brian is traumatised by the death of his father, also a firefighter. ",https://en.wikipedia.org/wiki/Backdraft_(film)
katharine,the english patient,101,Adult,Amateur Explorer and Mapmaker,Unknown,England,,I wanted to meet the man who could write such a long paper with so few adjectives.,True,u5054,m334,A woman,,
starks,the jacket,202,Adult,Gulf War Veteran,Unknown,USA,,I was 27 years old the first time I died.,True,u3252,m215,A man,"Gulf War veteran Jack Starks returns to Vermont in 1992, suffering from periods of amnesia. Having been accused of murder, Starks is found not guilty by reason of insanity and is incarcerated in a mental institution. Starks is placed in the care of Dr. Thomas Becker, a psychiatrist, and his staff. In December 1992, Starks is forced to undergo an unauthorized treatment designed by Becker: he is injected with experimental drugs, bound in a straitjacket and then placed inside a morgue drawer as a form of sensory deprivation.",https://en.wikipedia.org/wiki/The_Jacket
joanna,kramer vs. kramer,68,Adult,Sportswear Designer,Unknown,USA,Played by Meryl Streep,"I was his mommy for five and a half years. And Ted took over that role for 18 months. But, I don't know how anybody could possibly believe that I have less of a stake in mothering that little boy, than Mr. Kramer does. I'm his mother. I'm his mother.",True,u6220,m416,A woman,,
leonard,a bucket of blood,68,Adult,Proprietor of The Yellow Door cafe,Unknown,USA,Played by Antony Carbone,I was just suggesting to Walter that he try his hand at free-form.,True,u4288,m286,A man,"Leonard de Santis was the proprietor of a Bohemian café called The Yellow Door. His establishment catered to beatniks, poets, musicians, artists and those who chose to follow them. Some of his more popular patrons included a woman named Carla and a social rebel and poet known as Maxwell H. Brock. A simple-minded man named Walter Paisley worked for Leonard as a busboy. Jealous of the respect and admiration cultivated by the other clients, Walter sought to become an artist in his own right. He presented his employer with a clay sculpture of a cat with a knife sticking out of its ribs, appropriately titled ""Dead cat"". Although Leonard saw no artistic value in the piece, Carla was extremely impressed, so Leonard promised Walter that he would try to sell it for him. The statue proved to be quite popular and Leonard even found a buyer willing to pay up to five-hundred dollars for it.

While cleaning the café one afternoon, Leonard accidentally knocked ""Dead Cat"" over, chipping away a few pieces of clay. Examining it, he saw fur sticking out from beneath the shell and realized that Walter took a dead cat and covered it in clay. Seeing him now as a fraud, Leonard poked fun at Walter's newfound celebrity status, hinting that he should make his next piece out of a dog or cockroaches found in his apartment. Leonard was ready to expose Walter until Paisley announced that he had just finished his next piece - ""Murdered Man"". Fearing what Paisley meant by the title, he reluctantly accompanied him back to his apartment where Walter unveiled the statue - a full-size likeness of a man with a gaping head wound. Carla felt the piece was wonderful, but Leonard began to suspect the truth; that the statue was in fact a dead body covered in clay. He could not bring himself to say anything however until he knew for sure though.

Walter continued to produce new, innovative pieces of art which included a sculpture of a nude woman and a severed human head. Leonard was disgusted at the display and now realized that not only was Walter using the remains of the dead in his artwork, but that he was actually murdering people to produce it. At a special exhibit at The Yellow Door, the truth was revealed. It was Carla who came to discover that the ""Alice"" statue consisted of the dead body of a local woman and former model. Walter fled from the café and many of the patrons chased after him. Leonard telephoned the police.",https://headhuntershorrorhouse.fandom.com/wiki/Leonard_de_Santis
stew,platinum blonde,254,Adult,Reporter,Unknown,USA,,"I was too poor to buy her a wedding present when we married, so I'll give her a divorce for a wedding present!",True,u2495,m161,A man,"Stewart ""Stew"" Smith is an ace reporter for the Post. Stew is assigned to get the story about the latest escapade of playboy Michael Schuyler. Unlike rival Daily Tribune reporter Bingy Baker, Stew turns down a $50 bribe from Dexter Grayson, the Schuylers' lawyer, to not write anything. He does pretend to be swayed by the pleas of Ann, Michael's sister, but then brazenly calls his editor with the scoop, appalling the Schuylers. Stew wants to turn Ann into someone who doesn't live off her family money. People look down on Stew because of his background. At the end, Stew suggests that he loves his female best friend, who does not have money. ",https://en.wikipedia.org/wiki/Platinum_Blonde_(film)
major mandrake,dr. strangelove or: how i learned to stop worrying and love the bomb,91,Adult,Air Force Group Captain,Unknown,UK,Played by Peter Sellers. ,"I was tortured by the Japanese. Jack, if you must know; not a pretty story.",True,u7927,m536,A man,"Group Captain Lionel Mandrake (an exchange officer from the Royal Air Force) is ordered to put the base on alert, confiscate all privately owned radios from base personnel and issue ""Wing Attack Plan R"" to the patrolling bombers. Mandrake realizes that no attack order has been issued by the Pentagon and tries to stop Ripper, and then Mandrake realises that Ripper has become insane. After General Ripper completes suicide, Mandrake identifies Ripper's CRM code from his desk blotter and relays it to the Pentagon.",https://en.wikipedia.org/wiki/Dr._Strangelove
